scraped_comment,time,date,year
"<div class=""narrow"">Congrats! I could read the excitement in this post!  <img src=""https://www.nairaland.com/faces/smiley.png"" alt=""smiley"" border=""0"" class=""faces""><br><br><blockquote><a href=""/post/76232732""><b>Ramj</b></a>:<br><br><br><br><b>Tales by Moonlight – Episode PPR – Written by Ramj</b><br><br><s>In a land of myth, and a time of magic… the destiny of a great kingdom rests on the shoulders of a young boy. His name… Merlin.<br></s><br><br>So the story began in 2013 as Masters was rounding off and RamjMrs' aunty started pressing us, what are you guys going to go and do in Naija.<br><br>You better ja yourself. Australia and Canada were ready options, then the Aussies were giving this open year permit to graduates from select countries to come and boost their economy.<br>Moreover 2013, the advent of Boko Haram – what<img src=""/faces/huh.png"" style=""width:15px;height:22px;"">?? bombing and killings like no man business in Nigeria – home was not calling at all.<br><br>But as the Word of God says there is a time for everything and a season for every purpose under the sun.<br><br>Did Ramj want to come back def not, but deep within I knew home was calling – I can’t begin to discuss this. This however I am sure home was the place to be and in the words of the US VOs -  Build your home ties – God brought me home to build home ties. GBAM  I bless God home ties have been built.<br><br>Life went on job to job and marriage and life was looking God. (Books can not contain this part of the story)<br><br>Fast-forward to 2017 and my colleague at work who had started the process started troubling me – You are just wasting here all manner but me I no even hear wetin im dey talk. However the seed was been planted and late 2017 I visited Nairaland and met part 3 (went back to part 1 and 2 then joined the team in good time) Nonetheless no step was taken – the prospect of been back abroad is always a tempter if you have lived abroad but I had to be sure it was the right move (I appeal to all this is a good opportunity but is it the right thing for you – you decide)<br><br>When the green light was seen immediately I created WES account for RamjMrs and Ramj- January 22nd 2018 and the rest to the Glory of God is now entering the history books<br><br>Decision to travel was January 2018 and immediately I got the go ahead WES registration straight.<br><br><b>IELTS</b><br>First IELTS Ramj MRs - May 12, 2018 ….  Didn't go to script<br>8 6.5 6 8.5 (those that wrote MOD May 12 2018 can tell the story better the venue was M3 event centre Ojodu berger) Ojo buruku esu kai – help me translate<br>Nonetheless  RamjMrs got seriously sick 2 weeks to exams was hospitalised but Glory to God<br>RamjMrs ECA was ready by 6th June 2018 for wife MSc Only by WES. We entered the ocean straight away irrespective of first IELTS result and sat humbly at 389 there about  <img src=""/faces/huh.png"" style=""width:15px;height:22px;"">  <img src=""/faces/huh.png"" style=""width:15px;height:22px;""><br><br>Second IELTS August 18<br>God came throough for us August 31 (RamjMrs) 8, 9, 7, 8.5 – LRWS.<br> CRS would then be porudly sitting at 448  <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> but I didn’t update, my monkey no fit chop banana because POF never dey kampe<br><br>My ECA was still in the pipeline but not needed (ECA released October 12, 2018)<br><br><b>The Gathering</b><br>Document gathering started and it was going rather seamlessly, medicals PCC later done after ITA November 9 at Q-Life.  POF was the real deal – matured investment the coy no gree pay and that just changed the entire picture. Had to start super hussling but God came through yet again<br><br><b>POF -</b> Got gift deed from RamjMum, invested in Tbills prepared Gift Deed in affidavit format (however I did not submit the gift deed – had it just if they asked later) Plus<br>Stanbic Reference letter - Money Market had some funds there got the reference seamlessly and added wifey’s PFA from ARM as well. <br><br><b>Surprise Draw</b><br>After October 3rd draw was 445 fear catch me na so I quickly update RamjMrs’ super-duper IELTS result … . Then unexpectedly on that Glorious Monday of 15th October there was a surprise draw and ITA landed like shines teeth. <br>Wanted to decline ITA as POF never gallant RamjMrs say make we keep on, we braced on the say the rest is ……..<br><br><b>Timeline</b><br>ITA October 15, 2018<br>AOR November 20, 2018<br>MEP/BIL Dececmber 27, 2018<br>Biometrics Done December 28, 2018<br>Raised CSE January and VO – Ottawa<br>RPRF ADR – February 7, 2019 paid and updated same day and then the review and finally the status was changed to Not Applicable Feb 22nd and then the excitement increased but no shows still.<br>However yesterday the penultimate day of the RCCG 49 days Prayer and Fasting Programme the word I got was within the next 24hours I am going to have my testimony and ohhh dear how I keyed into it and …..<br>5:01am February 28th 2019 PPR Email came less than 24hours after the word was spoken.<br>Glory to God.<br><br><b>This Morning</b><br>I saw the email as I woke up around 5:30 went to RamjMrs who was preparing for work around and then I held her face like a man beholding her bride after removing the veil and the words – We are gonna be Permananet Residents came out.<br>You know when all the while during the wait you feel when the Pret Pour Visa email comes you will shout and tear the roof of. <br>Hmm well I couldn’t, the email was there staring at me in the face saying I don come oya tear the roof let me see. I look at it and i just feel calm and gentle – Yes no doubt the joy is there but the feeling is just that of mixed emotions of joy,awe and the future stares at you. <br>You just feel grateful but gentle.<br><br><b>Submission sharp sharp</b> – I had readied Passports and Passport Photograph just on Sunday like I knew it was near<br>Had some appointments for the day but mhen Naija would not sleep it didn’t enter VFS today. After all was done I got to VFS around past 1 pm.<br> Small “Sufferment”<br>Chaiii I suffer oo those guys told me to seat in the wrong queue despite telling them 2ce what I came in for. More than one hour sitting tensely excited to get this over with and go home  yet I dey wrong queue.  I just wanted to go home and take the whole thing in.<br>After I was moved it was all done within 45 minutes. (Guys make sure you tell them you are here for PPT)<br><br>Glory to Goddddd all submitted and now before moving to the next – I wanna celebrate this.<br><br>Thank you Jesus<br><br><br><br>Je m'appelle <b>FillInTheBlankSpace<br></b><br><br><br><br></blockquote></div>",10:05pm,Feb-28,2019
"<div class=""narrow"">Congratulations to all the new ppr collectors. Ramj and tojued,  congratulations and thanks for all your contributions here.</div>",9:00am,Mar-01,2019
"<div class=""narrow"">Congrats bro. One of the Tay Tay guys on here. I'm so pumped for you. <br><br><blockquote><a href=""/post/76218002""><b>Ramj</b></a>:<br><b>Gather round Gather round<br></b><br>Something has landed<br><br>And to the Glory of God may I declare that it is <b>PPR</b>.<br><br>My people the Golden mail has landed <br><br>Thanks soo much for all the love and support.<br><br>Full story coming soon. Get ready<br><br>Je m'appelle PPR</blockquote></div>",9:05am,Mar-01,2019
"<div class=""narrow"">Was just wondering if raphrulz has received his PPR , opened nairaland to ask and I see I'm not alone... We can't wait to celebrate you. Well done! <blockquote><a href=""/post/76237455""><b>raphrulz</b></a>:<br><span style=""color:#000099;""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""><br><br>What am i reading below<img src=""/faces/huh.png"" style=""width:15px;height:22px;"">? <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""><br><br><br>Oya submit your PPR script!! <img src=""https://www.nairaland.com/faces/angry.png"" alt=""angry"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/angry.png"" alt=""angry"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/angry.png"" alt=""angry"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/angry.png"" alt=""angry"" border=""0"" class=""faces""></span><br><br><br><br></blockquote></div>",9:13am,Mar-01,2019
"<div class=""narrow""><blockquote><a href=""/post/76233054""><b>Greatkhad</b></a>:<br>Hey guys please o..your help is required.<br><br>What is holding me back from submitting is work reference letter..not almighty pof..its letter.<br><br>So my organisation doesnt give ref letter in cic format, when they do its just employment level and salary they will state.<br><br>The problem now is that our boss has warned that no body should write ref letter for colleague. So i cant get that one everybody is scared.<br><br>I can prove that i work there with id and bank statements. But i dont know how to prove my Noc, as every letter i have from the company doesnt state my job role only level.<br><br>I believe proving NoC is important in this process. Sorry for all this long gist which is meant for ppr..but someone should help.<br><br>@tojued @ifeoma77 @joo2018</blockquote><br>I know someone in same boat as you(She is lounging in Cannyland). It's not a big deal.. Just do an affidavit stating your Job description and stating that your HR doesn't issue Ref leter in CIC format. <br><br>Attach the affidavit, mail from HR stating that they cannot issue that letter, the generic reference that was issued, Bank statement, pay stubs etc. I am sure you will be fine</div>",9:18am,Mar-01,2019
"<div class=""narrow"">good morning house,<br><br>please does anyone have contact for unizik bsc transcript.</div>",9:32am,Mar-01,2019
"<div class=""narrow"">Am interested too<br><br><br>quote author=adenikeO post=76221182]I think I do. Kindly send me a private message.[/quote]</div>",9:43am,Mar-01,2019
"<div class=""narrow"">Please mention this to people. In cases like this, its the people you least expect that will help. If you have to sell the car, please do. Then you will have about N3.2M. You are closer than you think. We don't know where our POF will come from, but we are taking things one day at a time. If you believe in the power of prayer, PRAY! Pray that God exalts his mightiness through your matter. Sending love and light your way.<blockquote><a href=""/post/76202003""><b>johnnybravo1990</b></a>:<br>After all my hustling and scrambling, I could only come up with 2.5M. Been so depressed after my ITA. In fact, I just declined the yeye ITA, because the more I was seeing the ITA, the more I was getting depressed. My CRS score of 465 affords me the luxury of declining ITAs sha.<br><br>I think of selling my car but that will only give me 700k at most. This thing just tire me. Make I dey look sha. If I nor see money, I may just end up chilling in Nigeria with Buhari. <br></blockquote></div>",9:51am,Mar-01,2019
"<div class=""narrow""><blockquote><a href=""/post/76242051""><b>cutiep</b></a>:<br><br><br>I know someone in same boat as you(She is lounging in Cannyland). It's not a big deal.. Just do an affidavit stating your Job description and stating that your HR doesn't issue Ref leter in CIC format. <br><br>Attach the affidavit, mail from HR stating that they cannot issue that letter, the generic reference that was issued, Bank statement, pay stubs etc. I am sure you will be fine </blockquote><br>Thank you very much cutiep..your response just relieved the worry this thing was causing me.<br><br>Wish you a quick processing time.</div>",10:05am,Mar-01,2019
"<div class=""narrow""><blockquote><a href=""/post/76232732""><b>Ramj</b></a>:<br><br><br><br><b>Tales by Moonlight – Episode PPR – Written by Ramj</b><br><br><s>In a land of myth, and a time of magic… the destiny of a great kingdom rests on the shoulders of a young boy. His name… Merlin.<br></s><br><br>Je m'appelle <b>FillInTheBlankSpace<br></b><br><br><br><br></blockquote><br>Huge Congratulations RamJ. May Cananda favour you.</div>",10:22am,Mar-01,2019
"<div class=""narrow"">Pls nairalanders, does anyone know how much OOU charge for transcript and courier and how long it takes.    Also,I work in one of the state's ministry(Community Development) which NOC will dat be?  and concerning d POF as we all know how civil servants are protesting for minimum wage increase, won't it disqualify me,if I av d required funds in my account as a level 8officer. Though, building d account isn't a problem but my salary can never amount to d required fund for a yr, even if I decide not to spend it at all. Am d PA, but my husband has d money.pls help!</div>",10:24am,Mar-01,2019
"<div class=""narrow""><blockquote><a href=""/post/76228819""><b>Jennypharb1</b></a>:<br><br><br>Of course they will check. Guy, you know this means if you still claim you are married, you can never ever get married in the future  <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> they'll put a ban on you forever. <br>You'll be a bachelor, living all alone in cold cold Winnipeg, cos that's where they'll send ya. Growing purple goatee, no wife, no friends, no family...</blockquote><br>Lol. You are a clown.  <img src=""https://www.nairaland.com/faces/cheesy.png"" alt=""cheesy"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/cheesy.png"" alt=""cheesy"" border=""0"" class=""faces""></div>",10:29am,Mar-01,2019
"<div class=""narrow"">Oga no vex oh, i was too excited <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""><br><br>We will rejoice with you and mark your script very soon.<br><br><blockquote><a href=""/post/76237455""><b>raphrulz</b></a>:<br><span style=""color:#000099;""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""><br><br>What am i reading below<img src=""/faces/huh.png"" style=""width:15px;height:22px;"">? <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""><br><br><br>Oya submit your PPR script!! <img src=""https://www.nairaland.com/faces/angry.png"" alt=""angry"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/angry.png"" alt=""angry"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/angry.png"" alt=""angry"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/angry.png"" alt=""angry"" border=""0"" class=""faces""></span><br><br><br><br></blockquote></div>",10:41am,Mar-01,2019
